country_or_market,observed_market_region_codes,category,raw_brand_variants,normalized_brand_candidate,total_product_count,example_product_names,alias_review_decision,approved_normalized_brand,review_reason,mapping_source
United Kingdom,UK_IE,beverages,sharp's brewery; sharps brewery,sharp's brewery,3,Non alcohol | Doom Bar | wolf rock,approve_alias,sharp's brewery,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,sheetz; sheetz bakery to go; sheetz shweetz,sheetz,3,PEPPERONI & COLBY JACK SNACK TRAY | No Bake Nubbins | Peanut Butter Brownie Cheezecake Mashup,approve_alias,sheetz,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
United States,US_CANADA,beverages,shine water; shinewater,shine water,3,Mixed berry açaí | Strawberry Lemon Water | Shine Water,approve_alias,shine water,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,shneider's; shneiders,shneider's,3,Boudoirs Shneider’s | Deli' Sweet Biscuits | Gourmet Chocolate Chip And Coconut Cookies,approve_alias,shneider's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,shur fine; shurfine,shurfine,3,"Premium 100% juice, ruby red grapefruit | 100% apple juice from concentrate | 100% juice",approve_alias,shurfine,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=5
United States,US_CANADA,snacks,shurfine; shur fine,shurfine,3,"Potato chips, cheddar & sour cream, cheddar & sour cream | Red, White & Blue Tortilla Chips | Snackcrackers, Wheat Snack Crackers",approve_alias,shurfine,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=5
United States,US_CANADA,dairies,signature; signature cafe; signature select safeway,signature,3,Parmesan cheese | Buffalo style shredded chicken with blue cheese | Evaporated Milk,approve_alias,signature,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,beverages,sirop rieme; sirop rieme bio,sirop rieme,3,Sirop de framboise | Sirop artisanal de violette | Sirop de fraises bio,approve_alias,sirop rieme,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|US_CANADA,snacks,skinny pop; skinnypop,skinny pop,3,ORIGINAL POPCORN | WHITE CHEDDAR POPCORN | Skinnypop Popcorn White Cheddar,approve_alias,skinny pop,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|BENELUX,beverages,solevita; lidl solevita,solevita,3,"Succo tropicale | Boisson à la pomme, sucrée, aromatisée. | Sirop iced tea lemon",approve_alias,solevita,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=30
Bulgaria,FRANCE|DACH,snacks,lidl sondey; sondey,sondey,3,Sasanki | Captain Rondo Choco Duo | Lütticher Zuckerwaffeln,approve_alias,sondey,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,beverages,sos hydration; sos hydration inc,sos hydration,3,"Kids Electrolyte Drink Mix Mixed Berry | Electrolyte Drink Mix Citrus | Sos, hydration drink mix, coconut, coconut",approve_alias,sos hydration,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Belgium,BENELUX|FRANCE,beverages,soy-pro; soypro,soy-pro,3,Soypro choco | lait de soja | boisson a base d amandes,approve_alias,soy-pro,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,cereals,specially selected; specially selected aldi,specially selected,3,Very Berry Granola | Really Nutty Granola | Really nutty granola,approve_alias,specially selected,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=10
United States,US_CANADA,snacks,speedway llc; speedway,speedway,3,"Chocolate Chip Gourmet Cookie, Chocolate Chip | Speedy Good To Go, Cookies, Chocolate Chip | Premium Gummy Bears Candy",approve_alias,speedway,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,dairies,springfresh; spring fresh,springfresh,3,Boisson lactée | A boire parfum fraise-banane | Milbona,approve_alias,springfresh,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,st michel; st michel biscuits,st michel,3,French Butter Cookies with Sea Salt La Grande Galette | French pastry collection | Bonne Maman tartlets lemon,approve_alias,st michel,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,beverages,st yorre; st-yorre,st yorre,3,La Force Minérale | ST YORRE Eau Minérale Naturelle Naturellement Gazeuse 6x1.15L | St-Yorre,approve_alias,st yorre,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE|SOUTHERN_EUROPE,beverages,star; star tea,star,3,La camomilla Sognidoro setacciata | The Pesca | Tè Classico,approve_alias,star,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,dairies,ste fromagere d annecy; ste fromagere d'annecy,ste fromagere d annecy,3,Demi reblochon de savoir | Tomme de savoie | Tome de Savoie 29% MG,approve_alias,ste fromagere d annecy,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,stonyfield organic; stonyfield,stonyfield,3,"Organic Wild Berry Lowfat Yogurt Probiotics Smoothie | Smoothie, Strawberry Banana | Smoothie",approve_alias,stonyfield,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=60
United Kingdom,UK_IE,snacks,sun bites; sunbites,sun bites,3,sun bites 100% whole grain sour cream and cracked black pepper flavour | BITES Lightly Salted 100 958 | Cream Cheese & Chive Flavour Crackers,approve_alias,sun bites,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,sunspire; sun spire,sunspire,3,"Sun spire, dark chocolate bar, coconut | Unsweetened Carob Chips | Dark Chocolate Bar",approve_alias,sunspire,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,sweetworks; sweetworks inc,sweetworks,3,Celebration Coated Candy | Pearls Candy | Dark Chocolate Covered Stcks,approve_alias,sweetworks,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,dairies,t.s. chilled foods ltd; t.s chilled foods ltd,t.s. chilled foods ltd,3,F'house cheddar | Red Leicester | Mild cheddar,approve_alias,t.s. chilled foods ltd,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,taffy town; taffy town inc,taffy town,3,"Mango Passionfruit Banana Coconut Pineapple Tropical Punch Tropical Fruit Taffy Candy, Mango Passionfruit Banana Coconut Pineapple Tropical Punch | Huckleberry Blueberry Strawberry Red Raspberry Berries & Creme Taffy Candy, Huckleberry Blueberry Strawberry Red Raspberry | Assorted candy",approve_alias,taffy town,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,take5; take 5,take5,3,"Take 5, Milk Chocolate Pretzels Peanut Butter, Caramel, Peanut | Take5, Milk Chocolate Bar | Take5, 5 Layer Candy Bar",approve_alias,take5,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,target; target brands inc; target corporation,target,3,Good & gather mild cheddar cheese cracker cut slices | Blue Cheese Crumbles | Cranberry and cinnamon goat cheese,approve_alias,target,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=77; heuristic=31
France,FRANCE,snacks,tart'alpes; tartalpes,tart'alpes,3,Macarons amandes | Tarte des Alpes au Citron | Tarte des Alpes Myrtille,approve_alias,tart'alpes,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,tates; tate's,tate's,3,Chocolate Chip Cookies | Key Lime Pie Cookie | Mint Chocolate Chips Cookies,approve_alias,tate's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE|BENELUX,snacks,terrasana; terra sana,terrasana,3,Jojo | Cordon De Reglisse 60CM | Black Sesame Crackers,approve_alias,terrasana,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=6
United Kingdom,UK_IE,snacks,terry's chocolate orange; terrys chocolate orange,terry's chocolate orange,3,Terrys Orange Mini Eggs | Terry's Snowy Crunch | ANDR 7.50 TERRY'S CHOCOLATE ORANGE WITH REAL ORANG,approve_alias,terry's chocolate orange,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,the art of caramel inc; the art of caramel,the art of caramel,3,"Artisanal Carameled Popcorn | The Art Of Caramel, Artisanal Caramel Popcorn, Brandy Spiked Eggnog | Artisanal carameled popcorn",approve_alias,the art of caramel,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United Kingdom,UK_IE,snacks,the british crisp co; the british crisp.co,the british crisp co,3,Sea salt crisps | Salt and vinegar flavour Crisps | Sea Salt Handcooked Crisps,approve_alias,the british crisp co,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,the kroger co. simple truth; the kroger co. simple truth organic,the kroger co. simple truth,3,Sweet Plantain Chips | tortilla chips | Wheat Snack Crackers,approve_alias,the kroger co. simple truth,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=4
United States,US_CANADA,snacks,the muffin mam inc; the muffin mam,the muffin mam,3,Raisin Bran Muffins | Corn Muffin | Butter Rum Muffins,approve_alias,the muffin mam,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,cereals,the toasted oat; the toasted oat llc,the toasted oat,3,Scrumptious Chewy Granola | Granola,approve_alias,the toasted oat,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,think jerky; think jerky llc,think jerky,3,"Think jerky, turkey jerky, sriracha honey | Grass-fed beef jerky, sweet chipotle | Grass - fed beef jerky",approve_alias,think jerky,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,think thin; thinkthin,think thin,3,"Strawberry raspberry high protein smoothie mix, strawberry raspberry | Peanut butter banana protein smoothie mix, peanut butter banana | Blueberry banana high protein smoothie mix, blueberry banana",approve_alias,think thin,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
United Kingdom,UK_IE,snacks,thomas fudge's; thomas fudges,thomas fudge's,3,Milk Chocolate Florentines | Dark Chocolate Flapjacks | Dark Chocolate Florentines,approve_alias,thomas fudge's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,timkev international inc; timkev international,timkev international,3,Hot & Sweet Corn | Mixed Nut Bar | Mixed Fruit Nut Bar,approve_alias,timkev international,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United Kingdom,UK_IE,dairies,tine; tine sa,tine,3,Gudbrandsdalsost | Mesost Norsk Gudbrand | Tine Chevre Haukeli Original 100g,approve_alias,tine,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|UK_IE,dairies,trader joe's; trader joes,trader joe's,3,Organic Milk A2/A2 | Spaghetti | Marinated fresh mozzarella cheese,approve_alias,trader joe's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=7
France,FRANCE|US_CANADA,dairies,trader joe's; trader joes,trader joe's,3,Icelandic Style SKYR low-fat yogurt raspberry | Icelandic style plain non fat yogurt | GREEK NONFAT YOGURT PLAIN,approve_alias,trader joe's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=7
United Kingdom,UK_IE,dairies,trader joe's; trader joes,trader joe's,3,Half and half | Organic Heavy Whipping Cream | Organic American Pasteurized Process Cheese Product Singles,approve_alias,trader joe's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=5
France,FRANCE,snacks,tradizioni ditalia; tradizioni d'italia,tradizioni d'italia,3,Pandoro | Amaretti Morbidi | Panettone classico,approve_alias,tradizioni d'italia,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=5
United States,US_CANADA,dairies,trickling springs creamery llc; trickling springs creamery,trickling springs creamery,3,"Salted Farm Fresh Butter | Trickling Springs Organic, Yogurt Smoothie, Berry Banana | Yogurt Smoothie",approve_alias,trickling springs creamery,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE|UK_IE,snacks,tunnock's; tunnocks,tunnock's,3,Tunnocks dark chocolate coated caramel wafer biscuit | Caramel Log Wafer Biscuit | 10 Tea Cakes,approve_alias,tunnock's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,turbana corporation; turbana,turbana,3,"Plantain Dippers Chips | Plantain Chips, Lightly Salted | Plantain Chips",approve_alias,turbana,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,dairies,turner's; turners,turner's,3,Strawberry milk | Whole Milk | Fat Free Skim Milk,approve_alias,turner's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,beverages,typhoo; ty phoo,ty phoo,3,Ty Phoo Tea | Tea Bags One Cup | Typhoo Teabags,approve_alias,ty phoo,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE|DACH,snacks,tyrrell's; tyrrells,tyrrells,3,Roast Chicken & Caramelised Onion | Veg crisps,approve_alias,tyrrells,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=17
United States,US_CANADA,beverages,universal robina corporation; universal robina,universal robina,3,White | C2 Lemon tea,approve_alias,universal robina,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,dairies,us foods inc; us foods,us foods,3,"Reduced Fat Milk | Roseli, Premium Cheese Pizza Blend, Five Cheese | Roseli, Low-Moisture Shredded Mozzarella Cheese",approve_alias,us foods,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=7
France,FRANCE,beverages,valdena bio; valdena,valdena,3,Une Tisane Tropicale Mangue/Ananas/Passion | Huit infusions biologiques saveurs & bien être | Une Tisane des Iles : Vanille - Cannelle - Coco,approve_alias,valdena,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,snacks,valley pop; val-ley pop,valley pop,3,Tender White Popcorn | tender white popcorn with sea salt | movie theatre flavored popcorn with sea salt,approve_alias,valley pop,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,vedic mix inc; vedic mix,vedic mix,3,"Vedic mix, cinnamon chai | Vedic Mix, Sweetened Instant Premix Masala Chai, Chai Latte | Vedic Mix, Sweetended Ginger Chai, Ginger",approve_alias,vedic mix,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
