country_or_market,observed_market_region_codes,category,normalized_brand_candidate,raw_brand_variant_count,raw_brand_variants,raw_brand_variant_counts,total_product_count,example_product_names,mapping_reason,mapping_source,row_decisions,review_note
United States,US_CANADA,beverages,hannaford,2,hannaford; hannaford bros. co,hannaford=10; hannaford bros. co=1,11,"Hannaford, sparkling water, kiwi, strawberry | Caffeine free soda | Orange Juice | Sparkling beverage | Seltzer water",existing_confirmed_alias=2,brand_alias_mapping=2,,
France,FRANCE|DACH,beverages,jacobs,2,jacobs; jacobs douwe egberts norge as,jacobs=9; jacobs douwe egberts norge as=2,11,Jacobs Krönung mild Kaffee | Kaffee Krönung Classic ganze Bohnen | jacobs t8 | Cappucino choco | Krönung,existing_confirmed_alias=6,brand_alias_mapping=6,,
France,FRANCE,cereals,justebio,2,justebio; juste bio,justebio=10; juste bio=1,11,Muesli chocolat | céréales muesli | Green Morning | Corn flakes Green Morning | Green morning,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE|DACH,beverages,k-classic,2,k-classic; k classic,k-classic=10; k classic=1,11,K Classic Mineralwasser Mit Kohlensäure | Eistee Ealdfrucht | Eistee | Apfelschorle | Orange,existing_confirmed_alias=11,brand_alias_mapping=11,,
United States,US_CANADA,snacks,kinder,2,kinder; kinder bueno,kinder=10; kinder bueno=1,11,Kinder bueno Crispy Creamy Chocolate Bar | Chocolate | Kinder chocolate happy | Bueno | bueno Crispy Creamy Chocolate Bar,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,beverages,kings,2,kings; kings super markets inc,kings=9; kings super markets inc=2,11,Organic Black Tea | Organic Green Tea | Organic White Tea | Sparkling lemonade | Organic 100% Juice,existing_confirmed_alias=6,brand_alias_mapping=6,,
France,FRANCE,dairies,le montsurais,2,le montsurais; le mont surais,le montsurais=10; le mont surais=1,11,Beurre de baratte | Camembert | Beurre à la Baratte Doux | Le carré | POINTE DE BRIE,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,snacks,lecour's,2,lecour's; lecours finest,lecour's=10; lecours finest=1,11,"Lecour's, graham crackers, honey | Graham Crackers | Chocolate chip cookies, chocolate chip | Iced oatmeal cookies, iced oatmeal | Duplex chocolate & vanilla creme sandwich cookies, chocolate & vanilla",product_line_suffix_removed=1,heuristic=1,,
United States,US_CANADA,snacks,liberty orchards co inc,2,liberty orchards co inc; liberty orchards co. inc,liberty orchards co inc=7; liberty orchards co. inc=4,11,"Liberty Orchards Delights, Dessert Delights Fruit & Nut Candies Assortment | Fruit Delights, Soft Fruit & Nut Candies Assortment | Pecan Delights Candies Assortment | Berry delights | Liberty Orchards, Fruit Tropicals, Tropical Fruit Candies With Buttery Macadamias",punctuation_spacing_variant=4,heuristic=4,,
United Kingdom,UK_IE,snacks,mackie's of scotland,2,mackie's of scotland; mackies of scotland,mackie's of scotland=9; mackies of scotland=2,11,Ridge Cut Sea Salt And Balsamic Vinegar Potato Chips | Mackies of Scotland Dark Chocolate 70% | Flamegrilled aberdeen angus Potato Chips | Mature cheddar & onion | Honey & Mustard,punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE,snacks,maxim's,2,maxim's; maxims,maxim's=9; maxims=2,11,"Tendres Chocolats Au Coeur De Nougat Fondant, Amandes Et Miel | Chocolat noir | 18 Fines Crêpes Dentelle Enrobées De Chocolat Noir | Panettone | Cinnamon Biscuits With Dark And Milk Chocolate",punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE|UK_IE,dairies,milbona,2,milbona; lidl milbona,milbona=10; lidl milbona=1,11,"Fruit tubes : fraise, framboise, abricot | Crème fraîche | Authentic Greek Natural Yogurt | Edam | Natural yogurt",retailer_subbrand_alias=52,heuristic=52,,
United States,US_CANADA,snacks,moonstruck chocolate co,2,moonstruck moonstruck chocolate co; moonstruck chocolate co,moonstruck moonstruck chocolate co=8; moonstruck chocolate co=3,11,"Moonstruck, dark chocolate | Dark Chocolate | Sweet Cakes Collection | Chocolate Truffle | Moonstruck, beer berries tumbled in dark chocolate",repeated_prefix_collapsed=8,heuristic=8,,
France,FRANCE,snacks,n.a,2,n.a; na,n.a=8; na=3,11,Fruit Sticks Fraise | Rice crackers | N.A! CORN CRACKERS AU CHIA | Rice crackers carotte | Rice crackers chou kale,punctuation_spacing_variant=4,heuristic=4,,
France,FRANCE,cereals,naturaline,2,naturaline; naturaline flocons d 'avoine,naturaline=10; naturaline flocons d 'avoine=1,11,Riz souffle caramélisé cacaoté | Son d'avoine alimentaire | Flocons de Petit Épeautre | Flocons de seigle | Flocons D'avoine,existing_confirmed_alias=1,brand_alias_mapping=1,,
Belgium,BENELUX|FRANCE,beverages,nestle,2,nestle; nestle nesquik,nestle=6; nestle nesquik=5,11,"Code-barres inexistant et/ou fiche incomplète, obsolète ou en doublon | Pure Life | Bonjour cafe au lait à la chicorée | Nestle Nesquik Mini Pack | Nesquik",existing_confirmed_alias=11,brand_alias_mapping=11,,
France,FRANCE,snacks,nestle dessert tablettes,2,nestle nestle dessert tablettes; nestle dessert tablettes,nestle nestle dessert tablettes=10; nestle dessert tablettes=1,11,NESTLE DESSERT Praliné 2 x 170g | NESTLE DESSERT Lait 2 x170g | NESTLE DESSERT Café 2x180G | NESTLE DESSERT Amande 2x 180g | NESTLE DESSERT Lait 3 x 170g,repeated_prefix_collapsed=10,heuristic=10,,
United States,US_CANADA,snacks,panda,2,panda; p and a,panda=7; p and a=4,11,"Antonina's Artisan Bakery, Double Chocolate Cake | Mini Muffins | Antonina's Artisan Bakery, Mini Muffins | Antonina's Artisan Bakery, Mini Muffins, Bluberry | Cherry licorice",punctuation_spacing_variant=4,heuristic=4,,
United States,US_CANADA,beverages,pom wonderful,2,pom wonderful; pom wonderful llc,pom wonderful=7; pom wonderful llc=4,11,"100% pomegranate juice | 100% Pomegranate Juice | Pomegranate Blueberry 100% Juice | Pomegranate Cherry 100% Juice | Antioxidant super tea, pomegranate",legal_suffix_removed=4,heuristic=4,,
Algeria,FRANCE,dairies,soummam,2,soummam; soummam soummam,soummam=10; soummam soummam=1,11,Lben | Nature | Soummam fort | Soummam | Jnina bicouche,repeated_prefix_collapsed=1,heuristic=1,,
United States,US_CANADA,snacks,sunrise natural foods,2,sunrise natural foods; sunrise sunrise natural foods,sunrise natural foods=9; sunrise sunrise natural foods=2,11,Peach Ring Gummi Candy | Sharks Gummi Candy | Gummy Candy | Chewy Candy | Pretzels,repeated_prefix_collapsed=2,heuristic=2,,
United States,US_CANADA,cereals,target,2,target brands inc; target corporation,target brands inc=10; target corporation=1,11,Chai spice multigrain oatmeal | Wheat & rice cereal | Toasted Rice Cereal | Honey oat mixers cereal | Strawberries & cream instant oatmeal,existing_confirmed_alias=77; legal_suffix_removed=31,brand_alias_mapping=77; heuristic=31,,
France,FRANCE,dairies,weight watchers,2,weight watchers; weightwatchers,weight watchers=10; weightwatchers=1,11,"Yaourt - Fruits Gourmands | Ma dose choco (1,1 % MG) 6 pots | finesse au fromage blanc sur lit de fruits (framboise, mûre) | Consistant & Fondant : Recette au yaourt au caramel (0 % MG) 4 pots | Consistant & Fondant : Recette au yaourt au miel (0 % MG) 4 pots",punctuation_spacing_variant=4,heuristic=4,,
France,FRANCE,dairies,zuger frischkase,2,zuger frischkase; zuger zuger frischkase,zuger frischkase=10; zuger zuger frischkase=1,11,Bio Cottage Cheese | Mascarpone Sans Lactose | Fromage Blanc 20% Sans Lactose | Préparation au fromage frais | Lisa,repeated_prefix_collapsed=4,heuristic=4,,
France,FRANCE,beverages,grand mere,5,grand mere; grand'mere; grand mere'; grand' mere; grand-mere,grand mere=4; grand'mere=3; grand mere'=1; grand' mere=1; grand-mere=1,10,Cicona | Dosettes souples machines à café | Grand mère Familial | Cafe grand mere espresso tassimo | GrandMere Classique,punctuation_spacing_variant=5; existing_confirmed_alias=2,heuristic=5; brand_alias_mapping=2,,
France,FRANCE,cereals,cereal,4,cereal space; cereal bio; cereal vit; cereal,cereal space=4; cereal bio=3; cereal vit=2; cereal=1,10,cereal by nature Quinoa | Céréales Amaranthe et Fruits | Céréales croustillantes amaranthe chocolat | BioKid Pétal choc | Cereal Space - Saveur Chocolat,product_line_suffix_removed=34; existing_confirmed_alias=6,heuristic=34; brand_alias_mapping=6,,
France,FRANCE|DACH,dairies,chene d'argent,4,chene d'argent lidl; chene d'argent; chene d argent; chene dargent,chene d'argent lidl=6; chene d'argent=2; chene d argent=1; chene dargent=1,10,Raclettekäse | Chèvres Chauds À Dorer | Camembert Pointe de Brie | Emmental Français Râpé | Camembert,existing_confirmed_alias=27; punctuation_spacing_variant=12,brand_alias_mapping=27; heuristic=12,,
United Kingdom,UK_IE,snacks,simply,4,simply roasted; simply scrummy; simply cornish; simply,simply roasted=6; simply scrummy=2; simply cornish=1; simply=1,10,Shortbread | Simply Roasted Salted Potato Crisps | Sea Salt Crisps | Potato crisps with Mature Cheddar & Red Onion | Simply Roasted Sea salt & cider vinegar,existing_confirmed_alias=9,brand_alias_mapping=9,,
United States,US_CANADA,beverages,uncle matt's,4,uncle matt's; uncle matt's organic; uncle matts; uncle matts organic,uncle matt's=5; uncle matt's organic=2; uncle matts=2; uncle matts organic=1,10,Uncle Matt’s Organic Orange Juice | Half and half black tea lemonade | Calcium orange juice | Organic Orange Juice | Organic orange juice beverage,product_line_suffix_removed=3; punctuation_spacing_variant=2,heuristic=5,,
France,FRANCE,beverages,1 2 3 fruits,3,1 2 3 fruits; 1.2.3 fruits; 123 fruits,1 2 3 fruits=7; 1.2.3 fruits=2; 123 fruits=1,10,1.2.3 fruits jus d'orange | Jus de pomme | Jus de pamplemousse à base de concentré | Pur jus de raisin | Nectar multi fruits,punctuation_spacing_variant=3,heuristic=3,,
United States,US_CANADA,beverages,7 select,3,7 select; 7-select; 7 select farmer's grove,7 select=7; 7-select=2; 7 select farmer's grove=1,10,"7 Select Purified Water | Fruit punch | Club soda | Coconut Water With Mango, Mango | Replenish",existing_confirmed_alias=7,brand_alias_mapping=7,,
France,FRANCE,beverages,Carrefour Kids,3,carrefour carrefour kids; carrefour kids; carrefour kids carrefour kids bio carrefour,carrefour carrefour kids=7; carrefour kids=2; carrefour kids carrefour kids bio carrefour=1,10,MiniFruity Saveur Orange | Multifruits kids bio | Nectar d'Orange Bio | Mini fruity | Eau minérale naturelle des alpes,curated_private_label_mapping_confirm=28,curated_private_label_mapping=28,approve_alias=10,
France,FRANCE,snacks,arnott's,3,arnott's; arnott's arnotts; arnotts,arnott's=8; arnott's arnotts=1; arnotts=1,10,Tim tam double chocolat | Good Time Double Chocochip | Sao | Biscuit | Arnott's Timtam,punctuation_spacing_variant=1; repeated_prefix_collapsed=1,heuristic=2,,
France,FRANCE,beverages,charlie's,3,charlie's; charlies; charlie s,charlie's=6; charlies=3; charlie s=1,10,"Lemon, Lime & Mint | Charlie’s natural soda | Soda Cassis, Açaï & Menthe | No fake stuff apple, lemon & ginger | Charlie's Lemon, Lime & Mint Natural Soda",punctuation_spacing_variant=4,heuristic=4,,
France,FRANCE,cereals,coop,3,coop; coop karma; coop prix garantie,coop=8; coop karma=1; coop prix garantie=1,10,Triple Chocolate Crisp | Special flakes with red berries | Crunchy musli | Bicher müesli | Free from - Crunchy Müesli Choco,existing_confirmed_alias=31,brand_alias_mapping=31,,
United Kingdom,UK_IE,dairies,deluxe,3,deluxe; deluxe lidl; deluxe by lidl,deluxe=6; deluxe lidl=3; deluxe by lidl=1,10,Brie de Meaux | Parmigiano Reggiano PDO | Cheddar Vintage crunchy 52 % | Raspberry Gourmet Live Yoghurt | Vintage Redstone,existing_confirmed_alias=16,brand_alias_mapping=16,,
United States,US_CANADA,snacks,demet's,3,demet's; de met's; demets,demet's=8; de met's=1; demets=1,10,"De met's, turtles brand caramel nut clusters, original | Turtles | Dark Chocolate Almond The Original Caramel Nut Cluster Bites, Dark Chocolate Almond | Demet's, turtles, pecan caramel clusters in milk chocolate, original | Demet's, cashew caramel clusters covered in milk chocolate",punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE,dairies,fage,3,fage; fage fruits; fage total,fage=8; fage fruits=1; fage total=1,10,Total | Fromage blanc Total 0% | Yogurt colato | Fage Total 0% | Total fage 0%,existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,snacks,fisher,3,fisher; fisher chef's naturals; fisher recipe,fisher=8; fisher chef's naturals=1; fisher recipe=1,10,"Biscuit Mix | Snack honey roasted dry roasted peanuts | Fisher, ice cream toppers, cinnamon pecans | Fisher, nut exactly, snack bites, popcorn dipped in dark chocolate with peanuts, almond | Fisher, nut exactly, snack bites, almond popcorn dipped in milk chocolate with peanuts",existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,dairies,glenoaks farms,3,glenoaks farms; glen oaks farms; glenoaks farms inc,glenoaks farms=8; glen oaks farms=1; glenoaks farms inc=1,10,Probiotic Drinkable Lowfat Yogurt | Drinkable Lowfat Greek Style Yogurt | Drinkable Low Fat Yogurt | Probiotic Drinkable Lowfat Yogurt PEACH,punctuation_spacing_variant=1; legal_suffix_removed=1,heuristic=2,,
United States,US_CANADA,snacks,hu products,3,hu hu products; hu products llc; hu products,hu hu products=5; hu products llc=3; hu products=2,10,"Chocolate Covered Hunks - Cashews + Vanilla Bean | Chocolate Covered Hunks - Sour Goldenberries | Simple Dark Chocolate | Hu, Crunchy Banana Chocolate Bar | Hu, Crunchy Fig Chocolate Bar",repeated_prefix_collapsed=5; legal_suffix_removed=3,heuristic=8,,
United States,US_CANADA,snacks,jfc international,3,jfc international inc; jfc jfc international; jfc international,jfc international inc=7; jfc jfc international=2; jfc international=1,10,"Wheat Cracker | Fortune Cookies | Hapi, Ramen Crunchy Snack, Original | Gummy Candy | Ginbis, Corn Puff Snack",legal_suffix_removed=10; repeated_prefix_collapsed=2,heuristic=12,,
France,FRANCE,dairies,lis dor,3,lis dor; lis d'or; lis d or,lis dor=5; lis d'or=4; lis d or=1,10,Emmental | Fromage à pâte pressée cuite | Beurre Doux - Lis d’Or 250 g | Emmental Rapé Makabi | Emmental Bio,punctuation_spacing_variant=5,heuristic=5,,
France,FRANCE|DACH,snacks,mentos,3,mentos; mentos perfetti; mentos perfetti van melle,mentos=8; mentos perfetti=1; mentos perfetti van melle=1,10,Pure White sweet mint | Kaugummi White Sweet Mint | Mini Mentos Lemon | Mentos | Mint mentos,existing_confirmed_alias=22,brand_alias_mapping=22,,
United States,US_CANADA,snacks,nicks,3,nicks; nick's; nicks llc,nicks=8; nick's=1; nicks llc=1,10,Nicks | Honey bbq flavored potato chips | Potato chips | Hot Sauce Corn Chips | Hot sauce flavored corn chips,punctuation_spacing_variant=1; legal_suffix_removed=1,heuristic=2,,
United States,US_CANADA,snacks,salazon chocolate co,3,salazon chocolate co; salazon chocolate co. llc; salazon chocolate co llc,salazon chocolate co=5; salazon chocolate co. llc=4; salazon chocolate co llc=1,10,"Salazon Chocolate Co., 57% Organic Dark Chocolate Bar With Sea Salt | Dark chocolate | Organic Dark Chocolate With Sea Salt & Candy Canes | Salazon, Organic Dark Chocolate, Gingerbread | Selazon Chocolate Co, Dark Chocolate, Sea Salt",legal_suffix_removed=5,heuristic=5,,
United States,US_CANADA,beverages,walmart,3,walmart; wal-mart; walmart inc,walmart=8; wal-mart=1; walmart inc=1,10,Sleep organic herbal tea | Hot Cocoa Mix | Spring Water | caramel pecan ground coffee | Diet Calorie Free Soda,punctuation_spacing_variant=5; existing_confirmed_alias=1,heuristic=5; brand_alias_mapping=1,,
United States,US_CANADA,snacks,180 snacks,2,180 snacks; 180 snacks inc,180 snacks=5; 180 snacks inc=5,10,"180 snacks, toasted coconut squares | 180 snacks, almond pops, cranberries | Skinny Rice Bar | Skinny almond cashew pops with blueberries | 180 Snacks, Coconut Cashew Crunch",legal_suffix_removed=5,heuristic=5,,
Belgium,BENELUX|FRANCE,beverages,365,2,365; 365 delhaize,365=6; 365 delhaize=4,10,Lemonade Lemon | Jus de pomme à base de concentré | Ice Tea Pêche | Limonade tropical | Romy Eau De Source,existing_confirmed_alias=7,brand_alias_mapping=7,,
United States,US_CANADA,beverages,4c foods corp,2,4c 4c foods corp; 4c foods corp,4c 4c foods corp=9; 4c foods corp=1,10,"Iced tea mix | Drink Mix | 4c, light decaffeinated iced tea mix, lemon | Half & half iced tea lemonade mix | Green iced tea mix",repeated_prefix_collapsed=10,heuristic=10,,
France,FRANCE,beverages,al boustane,2,al boustane; alboustane,al boustane=9; alboustane=1,10,Nectar Mangue | Nectar peche | Al Boustane | Cocktail de fruit | Fraise & Fruits Rouges,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,artigiani d'italia,2,artigiani d'italia; artigiani ditalia,artigiani d'italia=8; artigiani ditalia=2,10,"Panettone pur beurre | Panettone | Panettone aux pépites de chocolat équitable | Panettone traditionnel pur beurre | Epicerie / Epicerie Sucrée / Gâteaux, Biscuits, Encas",punctuation_spacing_variant=2,heuristic=2,,
United States,US_CANADA,dairies,bashas',2,bashas'; bashas,bashas'=8; bashas=2,10,"Whole milk | Cheddar Jack | Bashas', Cottage Cheese | Bashas', Light Sour Cream | Original Cream Cheese Spread",punctuation_spacing_variant=2,heuristic=2,,
United States,US_CANADA,snacks,bobo's oat bars,2,bobo's bobo's oat bars; bobo's oat bars,bobo's bobo's oat bars=6; bobo's oat bars=4,10,Coconut Oat Bar | Peanut Butter Oat Bar | Coconut Almond Chocolate Chip Oat Bar | Apple Pie Oat Bar | Lemon Poppy Seed Oat Bar,repeated_prefix_collapsed=6,heuristic=6,,
