off_brands_raw,off_brand_tokens,legacy_primary_brand,brand_entity_raw,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names
"Lu, Mondelez, belVita",lu|mondelez|belvita,lu,Belvita,top9_portfolio_token_match,France,FRANCE,snacks,1,Belvita - Petit-déjeuner Original
"LovilioFude + Serrahn Milchprokte GmbH & Co. KG, Milbona",loviliofude serrahn milchprokte gmbh and co kg|milbona,loviliofude serrahn milchprokte gmbh and co kg,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Mascarpone
"Lovilio, milbona",lovilio|milbona,lovilio,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Mozzarella
"Lovilio, Milbona, Zoma",lovilio|milbona|zoma,lovilio,milbona,existing_company_brand_mapping_token_match,Bulgaria,FRANCE|DACH|NORDICS,dairies,1,Моцарела XXL
"Lovilio, Milbona",lovilio|milbona,lovilio,milbona,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Mozza
"Lovilio, Milbona",lovilio|milbona,lovilio,milbona,existing_company_brand_mapping_token_match,Finland,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,dairies,1,Mozzarella
"Lipton, Pepsi, Pure Leaf, Unilever",lipton|pepsi|pure leaf|unilever,lipton,Pepsi,top9_portfolio_token_match,France,FRANCE|US_CANADA,beverages,1,Pure Leaf Sweet Tea
"Lindt&Sprüngli,Lindt",lindt and sprungli|lindt,lindt and sprungli,lindt,existing_company_brand_mapping_token_match,Austria,DACH|SOUTHERN_EUROPE|UK_IE,snacks,1,Lindor White
"Lindt&Sprüngli, Lindt",lindt and sprungli|lindt,lindt and sprungli,lindt,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE|UK_IE,snacks,1,Lindt Weihnachtsmann
"Lindt & Sprüngli,Lindt",lindt and sprungli|lindt,lindt and sprungli,lindt,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Lindt Goldhase Edition
"Lindt & Sprüngli,Lindt",lindt and sprungli|lindt,lindt and sprungli,lindt,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Lindt Pralinés Nougat
"Lindt & Sprüngli, Lindt",lindt and sprungli|lindt,lindt and sprungli,lindt,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Chocolate carrots
"Lindt & Sprungli Gmbh, Lindt",lindt and sprungli gmbh|lindt,lindt and sprungli gmbh,lindt,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Dubai Style Chocolate
"Lindor,Lindt",lindor|lindt,lindor,lindt,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Milk chocolate eggs
M & M’s,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Milk chocolate
M & M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Switzerland,DACH|US_CANADA,snacks,1,Chocolate candies
M & M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Fudge brownie
"Coca-Cola, Coca-Cola-light, The Coca-Cola Company",coca cola|coca cola light|the coca cola company,coca cola,Coca-Cola Light,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,beverages,1,Coke Light
"Coca-Cola, Coca-Cola-light, The Coca Cola Company",coca cola|coca cola light|the coca cola company,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca-Cola Zero Euro 2016
"Coca-Cola, Coca-Cola-light, Mcdonald's",coca cola|coca cola light|mcdonalds,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca Cola Zero (40cl)
"Coca-Cola, Coca-Cola-light",coca cola|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,1,Coca Cola Light
"Coca-Cola, Coca-Cola Life",coca cola|coca cola life,coca cola,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH|UK_IE,beverages,1,
"Coca-Cola, Coca-Cola Life",coca cola|coca cola life,coca cola,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Coca cola Life
"Coca-Cola, Coca-Cola Company, Fanta",coca cola|coca cola company|fanta,coca cola,Fanta,top9_portfolio_token_match,France,FRANCE|DACH,beverages,1,Fanta Lemon ohne Zucker
Coca-Cola zero,coca cola zero,coca cola zero,Coca-Cola,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,1,Coca-cola zéro
Coca-Cola light,coca cola light,coca cola light,Coca-Cola Light,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Coca-cola light 2L
Coca-Cola HBC Magyarország Kft.,coca cola hbc magyarorszag kft,coca cola hbc magyarorszag kft,Coca-Cola,existing_company_brand_mapping_token_match,Hungary,US_CANADA,beverages,1,Coca-Cola Zero 1.75
Coca-Cola Craftea,coca cola craftea,coca cola craftea,Coca-Cola,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,红茶花伝
"Coca-Cola Company,Monster,Monster Energy",coca cola company|monster|monster energy,coca cola company,Monster Energy,top9_portfolio_token_match,France,FRANCE,beverages,1,Monster Energy Rio Punch
M & M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,M&MS Hot Chocolate
"M&M's, M&M's Biscuit, Mars",m and ms|m and ms biscuit|mars,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,M&M's biscuit
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Lapin en chocolat
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Ireland,UK_IE,snacks,1,M&M’s Chocolate Pouch
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,French Polynesia,US_CANADA,snacks,1,M&m's caramel
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,snacks,1,MyM chocolate candies
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,M&M's
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Bolivia,US_CANADA,snacks,1,M&M's Milk Chocolate
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Bolivia,FRANCE|DACH|US_CANADA,snacks,1,Mint Dark Chocolate
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,snacks,1,
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH|UK_IE,snacks,1,
M&M's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,1,M&M's crunchy caramel
M&M'S,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Light up Candy Fan M&Ms choco
M and s,m and s,m and s,m&s,existing_company_brand_mapping_token_match,Ireland,UK_IE,cereals,1,wholegrain wheat flakes and wheat bran with added vitamins and iron
M & S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,cereals,1,Nut & Raisin Granola
M & S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Light Ginger Ale
M & S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,dairies,1,Strawberry compote trifle
"M&M's,Mars",m and ms|mars,m and ms,m&m's,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,1,M&M's Chocolate
"Coca-Cola Company, fanta",coca cola company|fanta,coca cola company,Fanta,top9_portfolio_token_match,France,FRANCE,beverages,1,fanta
"Coca-Cola Company, Tropico",coca cola company|tropico,coca cola company,Tropico,top9_portfolio_token_match,France,FRANCE,beverages,1,Tropico
"Coca-Cola Company, Sprite",coca cola company|sprite,coca cola company,Sprite,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,beverages,1,
"Coca-Cola Compagny, Fanta",coca cola compagny|fanta,coca cola compagny,Fanta,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Fanta Orange
Coca- cola hbc romania,coca cola hbc romania,coca cola hbc romania,Coca-Cola,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Next joy!
"Coca, Coca-Cola-light",coca|coca cola light,coca,Coca-Cola Light,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Coca cola lemon light
"Coca cola, Fuzetea",coca cola|fuzetea,coca cola,Fuze Tea,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,beverages,1,FuzeTea thé vert mangue & camomille
"Coca cola, Coca-Cola-light",coca cola|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca Cola sans sucre
"Coca cola zero, Coca-Cola-light",coca cola zero|coca cola light,coca cola zero,Coca-Cola,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,1,Boisson gazeuse aux extraits végétaux
"Coca cola zero, Coca-Cola, Coca-Cola-light",coca cola zero|coca cola|coca cola light,coca cola zero,Coca-Cola Light,top9_portfolio_token_match,Austria,DACH|BENELUX|FRANCE,beverages,1,Coca light 1.5l
Coca cola zero,coca cola zero,coca cola zero,Coca-Cola,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,coke zero spiced
Coca cola zero,coca cola zero,coca cola zero,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Zucker zero kalorien
"M&M's, Mars, Mars Chocolat",m and ms|mars|mars chocolat,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Glaces Peanut M&M's
"M&M's, Mars",m and ms|mars,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|DACH|BENELUX,snacks,1,M&M's
"M&M's, Mars",m and ms|mars,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,M&M's Chocolate
"Coca Cola, Coca-Cola-light",coca cola|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,beverages,1,Coca-cola-cola Caffeine Free (diet)-250ml-benelux
"Coca Cola, Coca-Cola, Coca-Cola-light",coca cola|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca Cola Zero sucres 20cl
"Coca Cola, Coca cola zero, Coca-Cola-light",coca cola|coca cola zero|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE|NORDICS,beverages,1,Coca cola zero sucre
"Coca Cola, Coca cola Zero",coca cola|coca cola zero,coca cola,Coca-Cola,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Coca-Cola Zero sugar zero caffeïne
"Coca Cola, Coca Cola Life, Coca-Cola",coca cola|coca cola life,coca cola,Coca-Cola,existing_company_brand_mapping_token_match,Denmark,NORDICS|FRANCE|DACH|UK_IE,beverages,1,Coca-Cola Life
"Coca Cola, Coca Cola Life",coca cola|coca cola life,coca cola,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Coca Cola Life
"Coca Cola, Coca Cola Collector, Coca Cola Collector 2012, Coca Cola Light, Coca-Cola-light",coca cola|coca cola collector|coca cola collector 2012|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca Cola Light Karl Lagerfield
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,European Union,FRANCE,dairies,1,white stilton
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,Czech Republic,UK_IE,snacks,1,Colin the Caterpillar Fruit Sours
M&M’s,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Salted caramel easter egg
M&M’s,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,M &M'S Choco Drink 350ML
M&M’s,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,M&M's Crunchy Caramel
M&Ms,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,M &M'S Pretzel Sharing Size
M&Ms,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Australia,FRANCE,snacks,1,M &M Milk Block 160G / 13
"M&M's,mars chocolat France",m and ms|mars chocolat france,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,M&M's Caramel croquant
"M&M's,Mars,Mars Chocolat",m and ms|mars|mars chocolat,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,M&M's chocolate
"M&S, Marks",m and s|marks,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Ready Salted Ridge Crisps
"M&S, Mark & Spencer",m and s|mark and spencer,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,All Butter Chocolate Twists
"M&S, M&S Food, Swiss Chocolatier",m and s|m and s food|swiss chocolatier,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,1,Swiss chocolate
"M&S, M&S Food",m and s|m and s food,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Milk Chocolate Covered Pistachios
"M&S, Limited Edition, Marks & Spencer",m and s|limited edition|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,All-butter Shortbread Biscuits
"M&S Gastropub, M&S",m and s gastropub|m and s,m and s gastropub,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Gastropub British Baking Brie
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Vintage Red Fox
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Pink lady apple juice
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,dairies,1,Skimmed milk
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,beverages,1,Diet Pink Lemonade
Coca cola collector 2012,coca cola collector 2012,coca cola collector 2012,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,"Mezzo mix Zero, Erfrischungsgetränk, Pet"
Coca cola collector 2012,coca cola collector 2012,coca cola collector 2012,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Coca Cola 500ml
"Coca Cola,Coca-Cola-light",coca cola|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE|DACH,beverages,1,Cocacola Light
"Coca Cola,Coca-Cola-light",coca cola|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Light taste
"Coca Cola, Sprite",coca cola|sprite,coca cola,Sprite,top9_portfolio_token_match,France,FRANCE|DACH,beverages,1,Sprite
"Coca Cola, Fanta",coca cola|fanta,coca cola,Fanta,top9_portfolio_token_match,Germany,DACH|SOUTHERN_EUROPE|UK_IE,beverages,1,Fanta Madness 2 l
M&m's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,French Polynesia,US_CANADA,snacks,1,Chocolate candies
M&m's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,Australia,UK_IE,snacks,1,Bubblegum M&M’s
"M&S,Tesco",m and s|tesco,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,1,Still Scottish Mountain Water
"M&S,Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Classic Cream Soda
"M&S, Marks And Spencer, Terra Vegane",m and s|marks and spencer|terra vegane,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,1,"Pressed pinapple, watermelon, aloe vera juice"
"M&S, Marks And Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,1,Custard creams
"M&S, Marks & Spencer, Waitrose",m and s|marks and spencer|waitrose,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,1,Diet sparkling fiery ginger beer
"M&S, Marks & Spencer, Milsa",m and s|marks and spencer|milsa,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Yaourt Brassé Milsa (Aldi)
"M&S, Marks & Spencer, Marks And Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,cereals,1,Very Berry Flavour
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Low Alc. Peachy Pale Ale
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Smoky Barbecue Flavour Popped Chips
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Biryani Seasoning
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,"Smoothie Mango, Pineapple & Passion fruit"
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|UK_IE,snacks,1,Chocolate Chip Cookies
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,Austria,DACH|UK_IE,snacks,1,All Butter Strawberry and Clotted Cream Shortbread
M&m’s,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,M&m’s caramel
M&ms,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,Chocolate candies
M&ms,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,M &M'S Peanut Large Chocolate Pouch
M&m's,m and ms,m and ms,m&m's,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Milk chocolate candies
"Coca Cola Zéro, Coca-Cola-light, The Coca-Cola Company",coca cola zero|coca cola light|the coca cola company,coca cola zero,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca-Cola zéro sucres
Coca Cola Zero,coca cola zero,coca cola zero,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Coca cola
Coca Cola Mini,coca cola mini,coca cola mini,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Coca-Cola mini cans
"Coca Cola Life, Coca-Cola",coca cola life|coca cola,coca cola life,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Coca Cola Life
Coca Cola Co.,coca cola co,coca cola co,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Dr Pepper 1.5Lt .
Co-Op irresistible,co op irresistible,co op irresistible,coop irresistible,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Co-op irresistible West Country cream lemon curd yoghurt
Co Op Irresistible,co op irresistible,co op irresistible,coop irresistible,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,All Butter Shortbread Rounds
Cliff Bar & Company,cliff bar and company,cliff bar and company,Clif,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,"Lemonzest minis snack size bars, lemonzest"
Cliff Bar,cliff bar,cliff bar,Clif,existing_company_brand_mapping_token_match,Germany,DACH|US_CANADA,snacks,1,"Strawberry banana fruit smoothie filled energy bar, strawberry banana"
