matched_top9_company_group,matched_top9_brand,matched_brand_key,candidate_orphan_brand,candidate_orphan_brand_key,current_company_owner,proposed_company_owner_candidates,query_category,primary_country,observed_market_region_codes,match_rule,product_count,example_product_names,example_off_brands_raw,example_barcodes,example_image_urls,suggested_action,review_decision,review_note,final_company_owner,apply_to_mapping,apply_to_mapping_bool,review_decision_clean,target_company_owner,target_normalized_brand,target_primary_brand_db,target_brand_key,target_company_key,product_count_num,applied_by_script
Coca-Cola,Coca-Cola,coca cola,cocacola,cocacola,Other / not mapped to a company,The Coca-Cola Company,beverages,United States,US_CANADA,brand_prefix_concatenated_review,1,Mello Yellow,CocaCola,49000016796,https://images.openfoodfacts.org/images/products/004/900/001/6796/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,cocacola,cocacola,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,cocacola company,cocacola company,Other / not mapped to a company,The Coca-Cola Company,beverages,United Kingdom,UK_IE,brand_prefix_concatenated_review,1,Sprite Lemonl-lime,Cocacola Company,5000112662054,https://images.openfoodfacts.org/images/products/500/011/266/2054/front_en.9.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,cocacola company,cocacola company,the coca cola company,1,True
Danone,Cow & Gate,cow and gate,Cow & Gate,cow and gate,Other / not mapped to a company,Danone,cereals,Spain,SOUTHERN_EUROPE|UK_IE,exact_brand_match,1,Banana wholegrain porridge with buckwheat,Cow & Gate,3041091431790,https://images.openfoodfacts.org/images/products/304/109/143/1790/front_es.19.400.jpg,review_prefix_candidate,approve proposed,Exact brand match.,Danone,True,True,approve proposed,Danone,Cow & Gate,Cow & Gate,cow and gate,danone,1,True
Danone,Cow & Gate,cow and gate,Cow & Gate,cow and gate,Other / not mapped to a company,Danone,cereals,United Kingdom,UK_IE,exact_brand_match,1,Banana porridge,Cow & Gate,3041091431998,https://images.openfoodfacts.org/images/products/304/109/143/1998/front_en.26.400.jpg,review_prefix_candidate,approve proposed,Exact brand match.,Danone,True,True,approve proposed,Danone,Cow & Gate,Cow & Gate,cow and gate,danone,1,True
Danone,Danette,danette,danette creme dessert,danette creme dessert,Other / not mapped to a company,Danone,dairies,France,FRANCE,brand_prefix_with_separator,1,Danette saveur chocolat noisette 125 g x 4 prix choc,"Danette creme dessert, Danone",3033491279621,https://images.openfoodfacts.org/images/products/303/349/127/9621/front_fr.32.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Danone,True,True,approve proposed,Danone,Danette,danette creme dessert,danette creme dessert,danone,1,True
Danone,Dannon,dannon,dannon light,dannon light,Other / not mapped to a company,Danone,dairies,United States,US_CANADA,brand_prefix_with_separator,1,Greek Nonfat Yogurt,Dannon Light,11110504746,https://images.openfoodfacts.org/images/products/001/111/050/4746/front_en.6.400.jpg,review_prefix_candidate,approve proposed,Dannon variant/company string.,Danone,True,True,approve proposed,Danone,Dannon,dannon light,dannon light,danone,1,True
Danone,Dannon,dannon,dannon light fit,dannon light fit,Other / not mapped to a company,Danone,dairies,Germany,DACH|US_CANADA,brand_prefix_with_separator,1,Greek strawberry cheesecake,Dannon Light + Fit,36632028488,https://images.openfoodfacts.org/images/products/003/663/202/8488/front_en.45.400.jpg,review_prefix_candidate,approve proposed,Dannon variant/company string.,Danone,True,True,approve proposed,Danone,Dannon,dannon light fit,dannon light fit,danone,1,True
Danone,Danone,danone,danone activia,danone activia,Other / not mapped to a company,Danone,dairies,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,brand_prefix_with_separator,1,Activia bifidus saveur vanille sans arome artificiel 125 g x 4,DANONE ACTIVIA,3033491351082,https://images.openfoodfacts.org/images/products/303/349/135/1082/front_fr.117.400.jpg,review_prefix_candidate,approve proposed,Danone variant/company string.,Danone,True,True,approve proposed,Danone,Danone,danone activia,danone activia,danone,1,True
Danone,Danone,danone,danone activia,danone activia,Other / not mapped to a company,Danone,dairies,France,FRANCE|SOUTHERN_EUROPE,brand_prefix_with_separator,1,Activia fibre kiwi cereales,Danone Activia,8001630005610,https://images.openfoodfacts.org/images/products/800/163/000/5610/front_es.13.400.jpg,review_prefix_candidate,approve proposed,Danone variant/company string.,Danone,True,True,approve proposed,Danone,Danone,danone activia,danone activia,danone,1,True
Danone,Danone,danone,danone north america,danone north america,Other / not mapped to a company,Danone (Dannon in US),dairies,United States,US_CANADA,brand_prefix_with_separator,1,Too Good,Danone North America,36632040497,https://images.openfoodfacts.org/images/products/003/663/204/0497/front_en.14.400.jpg,review_prefix_candidate,approve proposed,Danone variant/company string.,Danone (Dannon in US),True,True,approve proposed,Danone (Dannon in US),Danone,danone north america,danone north america,danone dannon in us,1,True
Danone,Danone,danone,danone s a,danone s a,Other / not mapped to a company,Danone,dairies,France,FRANCE,brand_prefix_with_separator,1,Skyr Danone,Danone S.A.,3033492103437,https://images.openfoodfacts.org/images/products/303/349/210/3437/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Danone variant/company string.,Danone,True,True,approve proposed,Danone,Danone,danone s a,danone s a,danone,1,True
Danone,Danone,danone,danone skyr,danone skyr,Other / not mapped to a company,Danone,dairies,United Kingdom,UK_IE,brand_prefix_with_separator,1,Natural Icelandic Style Strained Yoghurt,Danone Skyr,5060360508733,https://images.openfoodfacts.org/images/products/506/036/050/8733/front_en.23.400.jpg,review_prefix_candidate,approve proposed,Danone variant/company string.,Danone,True,True,approve proposed,Danone,Danone,danone skyr,danone skyr,danone,1,True
Danone,Danone,danone,danone volvic,danone volvic,Other / not mapped to a company,Danone,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,Volvic Touch,Danone volvic,3057640423833,https://images.openfoodfacts.org/images/products/305/764/042/3833/front_de.3.400.jpg,review_prefix_candidate,approve proposed,Danone variant/company string.,Danone,True,True,approve proposed,Danone,Danone,danone volvic,danone volvic,danone,1,True
Danone,Danone,danone,danone yopro,danone yopro,Other / not mapped to a company,Danone,dairies,France,FRANCE,brand_prefix_with_separator,1,Yo pro Blueberry,Danone YoPRO,7350000552874,https://images.openfoodfacts.org/images/products/735/000/055/2874/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Danone variant/company string.,Danone,True,True,approve proposed,Danone,Danone,danone yopro,danone yopro,danone,1,True
PepsiCo,Doritos,doritos,doritos dinamita chile limon,doritos dinamita chile limon,Other / not mapped to a company,PepsiCo,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Rolled Tortilla Chips,Doritos Dinamita Chile Limón,28400770644,https://images.openfoodfacts.org/images/products/002/840/077/0644/front_en.14.400.jpg,review_prefix_candidate,approve proposed,Doritos variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Doritos,doritos dinamita chile limon,doritos dinamita chile limon,pepsico,1,True
PepsiCo,Doritos,doritos,doritos flamin hot,doritos flamin hot,Other / not mapped to a company,PepsiCo,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Nacho Flamin Hot,Doritos Flamin Hot,28400770583,https://images.openfoodfacts.org/images/products/002/840/077/0583/front_en.20.400.jpg,review_prefix_candidate,approve proposed,Doritos variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Doritos,doritos flamin hot,doritos flamin hot,pepsico,1,True
Coca-Cola,Dr Pepper,dr pepper,Dr Pepper,dr pepper,Other / not mapped to a company,Keurig Dr Pepper,beverages,Canada,US_CANADA|FRANCE,exact_brand_match,1,Dr Pepper,Dr Pepper,54900000608,https://images.openfoodfacts.org/images/products/005/490/000/0608/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Dr Pepper routing follows proposed region-specific owner.,Keurig Dr Pepper,True,True,approve proposed,Keurig Dr Pepper,Dr Pepper,Dr Pepper,dr pepper,keurig dr pepper,1,True
Coca-Cola,Dr Pepper,dr pepper,Dr Pepper,dr pepper,Other / not mapped to a company,The Coca-Cola Company,beverages,Bolivia,FRANCE|US_CANADA,exact_brand_match,1,Dr Pepper,Dr Pepper,7831504,https://images.openfoodfacts.org/images/products/000/000/783/1504/front_en.222.400.jpg,review_prefix_candidate,approve proposed,Dr Pepper routing follows proposed region-specific owner.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Dr Pepper,Dr Pepper,dr pepper,the coca cola company,1,True
Coca-Cola,Dr Pepper,dr pepper,Dr Pepper,dr pepper,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|DACH|US_CANADA,exact_brand_match,1,Dr pepper,Dr Pepper,4000140705625,https://images.openfoodfacts.org/images/products/400/014/070/5625/front_de.16.400.jpg,review_prefix_candidate,approve proposed,Dr Pepper routing follows proposed region-specific owner.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Dr Pepper,Dr Pepper,dr pepper,the coca cola company,1,True
Coca-Cola,Dr Pepper,dr pepper,Dr Pepper,dr pepper,Other / not mapped to a company,The Coca-Cola Company,beverages,Netherlands,BENELUX|US_CANADA,exact_brand_match,1,Cherry,Dr Pepper,8712857971113,https://images.openfoodfacts.org/images/products/871/285/797/1113/front_nl.10.400.jpg,review_prefix_candidate,approve proposed,Dr Pepper routing follows proposed region-specific owner.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Dr Pepper,Dr Pepper,dr pepper,the coca cola company,1,True
Coca-Cola,Dr Pepper,dr pepper,Dr Pepper,dr pepper,Other / not mapped to a company,The Coca-Cola Company,beverages,Switzerland,DACH|US_CANADA,exact_brand_match,1,Diet Dr Pepper,Dr Pepper,78000083408,https://images.openfoodfacts.org/images/products/007/800/008/3408/front_en.77.400.jpg,review_prefix_candidate,approve proposed,Dr Pepper routing follows proposed region-specific owner.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Dr Pepper,Dr Pepper,dr pepper,the coca cola company,1,True
Coca-Cola,Dr Pepper,dr pepper,Dr Pepper,dr pepper,Other / not mapped to a company,The Coca-Cola Company,snacks,France,FRANCE|US_CANADA,exact_brand_match,1,Flavored candy twist,Dr Pepper,22224506526,https://images.openfoodfacts.org/images/products/002/222/450/6526/front_fr.10.400.jpg,review_prefix_candidate,approve proposed,Dr Pepper routing follows proposed region-specific owner.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Dr Pepper,Dr Pepper,dr pepper,the coca cola company,1,True
Coca-Cola,Dr Pepper,dr pepper,dr pepper and cream soda,dr pepper and cream soda,Other / not mapped to a company,Keurig Dr Pepper,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Dr. Pepper & Cream Soda,Dr Pepper & Cream Soda,78000033618,https://images.openfoodfacts.org/images/products/007/800/003/3618/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Dr Pepper routing follows proposed region-specific owner.,Keurig Dr Pepper,True,True,approve proposed,Keurig Dr Pepper,Dr Pepper,dr pepper and cream soda,dr pepper and cream soda,keurig dr pepper,1,True
Nestlé,Essentia,essentia,essentia hydroboost,essentia hydroboost,Other / not mapped to a company,Nestlé,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Enhanced Water Beverage,essentia hydroboost,657227221475,https://images.openfoodfacts.org/images/products/065/722/722/1475/front_en.8.400.jpg,review_prefix_candidate,approve proposed,True Essentia variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Essentia,essentia hydroboost,essentia hydroboost,nestle,1,True
Nestlé,Essentia,essentia,essentia water inc,essentia water inc,Other / not mapped to a company,Nestlé,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Essentia Ionized Alkaline,Essentia Water Inc.,657227000247,https://images.openfoodfacts.org/images/products/065/722/700/0247/front_en.5.400.jpg,review_prefix_candidate,approve proposed,True Essentia variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Essentia,essentia water inc,essentia water inc,nestle,1,True
Nestlé,Essentia,essentia,essential,essential,Other / not mapped to a company,Nestlé,beverages,United States,US_CANADA,brand_prefix_concatenated_review,1,Juice Cocktail From Concentrate,essential,41303002872,https://images.openfoodfacts.org/images/products/004/130/300/2872/front_en.12.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: essential* is not Essentia unless explicitly Essentia.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Essentia,essential,essential,other not mapped to a company,1,False
Nestlé,Essentia,essentia,essential,essential,Other / not mapped to a company,Nestlé,dairies,United States,US_CANADA,brand_prefix_concatenated_review,1,Colby jack cheese,Essential,41303007945,https://images.openfoodfacts.org/images/products/004/130/300/7945/front_en.4.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: essential* is not Essentia unless explicitly Essentia.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Essentia,essential,essential,other not mapped to a company,1,False
Nestlé,Essentia,essentia,essential by dongles hai,essential by dongles hai,Other / not mapped to a company,Nestlé,beverages,Brazil,FRANCE,brand_prefix_concatenated_review,1,Nectar de mangue,Essential By D'ongles Hai,7896005302057,https://images.openfoodfacts.org/images/products/789/600/530/2057/front_pt.13.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: essential* is not Essentia unless explicitly Essentia.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Essentia,essential by dongles hai,essential by dongles hai,other not mapped to a company,1,False
Nestlé,Essentia,essentia,essential everday,essential everday,Other / not mapped to a company,Nestlé,dairies,United States,US_CANADA,brand_prefix_concatenated_review,1,String cheese,Essential Everday,41303008737,https://images.openfoodfacts.org/images/products/004/130/300/8737/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: essential* is not Essentia unless explicitly Essentia.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Essentia,essential everday,essential everday,other not mapped to a company,1,False
Nestlé,Essentia,essentia,essential everyday,essential everyday,Other / not mapped to a company,Nestlé,cereals,France,FRANCE|US_CANADA,brand_prefix_concatenated_review,1,Raisin bran cereal,Essential Everyday,41303052945,https://images.openfoodfacts.org/images/products/004/130/305/2945/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Essential Everyday/Essential brands are not Nestlé Essentia.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Essentia,essential everyday,essential everyday,other not mapped to a company,1,False
